"","obMPdf.dfdate","obMPdf.symbol","obMPdf.lambdaS","obMPdf.alfaF","obMPdf.sigmaF","obMPdf.lambdaJ1","obMPdf.lambdaJ2","obMPdf.beta1","obMPdf.beta2","obMPdf.lambdaMA","obMPdf.lambdaMB","obMPdf.dzeta0","obMPdf.dzeta1","obMPdf.TFrame","obMPdf.deltat","obMPdf.NT","obMPdf.MY","obMPdf.deltaY","obMPdf.NY","obMPdf.MF","obMPdf.deltaF","obMPdf.NF","obMPdf.deltaTick","obMPdf.eps","obMPdf.gamma","obMPdf.dzetamax","obMPdf.SMax","obMPdf.NS"
"1","2015-11-03","MX_FT",0.341910381706783,0.925239050841341,3,0.221644524735249,0.214104579636475,0.792886605148538,0.795898198232218,0.975788340456193,0.961977549928735,-0.412022718856205,0.553299045436928,1,0.1,11,10,1,21,8,0.1,161,1,0.5,2,10,5,5
