"","obMPdf.dfdate","obMPdf.symbol","obMPdf.lambdaS","obMPdf.alfaF","obMPdf.sigmaF","obMPdf.lambdaJ1","obMPdf.lambdaJ2","obMPdf.beta1","obMPdf.beta2","obMPdf.lambdaMA","obMPdf.lambdaMB","obMPdf.dzeta0","obMPdf.dzeta1","obMPdf.TFrame","obMPdf.deltat","obMPdf.NT","obMPdf.MY","obMPdf.deltaY","obMPdf.NY","obMPdf.MF","obMPdf.deltaF","obMPdf.NF","obMPdf.deltaTick","obMPdf.eps","obMPdf.gamma","obMPdf.dzetamax","obMPdf.SMax","obMPdf.NS","obMPdf.deltaN","obMPdf.NFrame"
"1","2016-10-04","SBRF-12.16",0.130429124790166,0.149496153176606,0.562263175566317,0.109868612252157,0.0308277558243941,1.72909887094815,1.7038957287023,0.13092795579056,0.161512802606067,-0.60887138920894,0.916782799278663,5,1,6,10,1,21,7,0.05,281,1,0.25,0.1,1,7,7,1,5
