04.10.2016 10:00:25.875;	15140;	-1
04.10.2016 10:00:25.933;	15144;	3
04.10.2016 10:00:25.937;	15145;	2
04.10.2016 10:00:25.937;	15145;	1
04.10.2016 10:00:25.971;	15144;	-1
04.10.2016 10:00:25.984;	15144;	-1
04.10.2016 10:00:26.263;	15141;	-2
04.10.2016 10:00:26.263;	15140;	-2
04.10.2016 10:00:26.263;	15140;	-1
04.10.2016 10:00:26.532;	15140;	-1
04.10.2016 10:00:26.532;	15140;	-2
04.10.2016 10:00:26.592;	15140;	-22
04.10.2016 10:00:26.594;	15140;	-8
04.10.2016 10:00:26.601;	15139;	-1
04.10.2016 10:00:26.601;	15139;	-1
04.10.2016 10:00:26.601;	15139;	-1
04.10.2016 10:00:26.601;	15139;	-5
04.10.2016 10:00:26.601;	15139;	-13
04.10.2016 10:00:26.601;	15139;	-13
04.10.2016 10:00:26.601;	15139;	-71
04.10.2016 10:00:26.604;	15139;	-65
04.10.2016 10:00:27.221;	15142;	10
04.10.2016 10:00:27.265;	15143;	2
04.10.2016 10:00:27.265;	15143;	1
04.10.2016 10:00:27.464;	15143;	2
04.10.2016 10:00:27.464;	15144;	3
04.10.2016 10:00:27.464;	15144;	2
04.10.2016 10:00:27.560;	15141;	20
04.10.2016 10:00:27.887;	15139;	-1
04.10.2016 10:00:28.688;	15139;	-1
04.10.2016 10:00:28.688;	15138;	-1
04.10.2016 10:00:28.799;	15142;	1
04.10.2016 10:00:28.802;	15142;	-2
04.10.2016 10:00:28.912;	15143;	1
04.10.2016 10:00:29.051;	15142;	11
04.10.2016 10:00:29.397;	15142;	9
04.10.2016 10:00:29.406;	15143;	1
04.10.2016 10:00:29.406;	15143;	1
04.10.2016 10:00:29.442;	15143;	1
04.10.2016 10:00:29.831;	15141;	-2
04.10.2016 10:00:29.834;	15140;	2
04.10.2016 10:00:30.673;	15141;	-2
04.10.2016 10:00:30.673;	15140;	-2
04.10.2016 10:00:30.673;	15139;	-2
04.10.2016 10:00:30.673;	15139;	-3
04.10.2016 10:00:30.673;	15138;	-1
04.10.2016 10:00:30.830;	15143;	1
04.10.2016 10:00:31.076;	15143;	1
04.10.2016 10:00:31.076;	15144;	2
04.10.2016 10:00:31.466;	15144;	6
04.10.2016 10:00:31.731;	15144;	4
04.10.2016 10:00:32.434;	15139;	-3
04.10.2016 10:00:32.434;	15139;	-2
04.10.2016 10:00:32.434;	15138;	-8
04.10.2016 10:00:32.434;	15138;	-1
04.10.2016 10:00:32.434;	15138;	-15
04.10.2016 10:00:32.434;	15138;	-1
04.10.2016 10:00:32.434;	15138;	-2
04.10.2016 10:00:32.434;	15137;	-1
04.10.2016 10:00:32.434;	15136;	-1
04.10.2016 10:00:32.434;	15136;	-2
04.10.2016 10:00:32.434;	15136;	-20
04.10.2016 10:00:32.434;	15136;	-3
04.10.2016 10:00:32.434;	15135;	-1
04.10.2016 10:00:32.434;	15135;	-1
04.10.2016 10:00:32.434;	15135;	-1
04.10.2016 10:00:32.437;	15135;	25
04.10.2016 10:00:32.437;	15135;	13
04.10.2016 10:00:32.448;	15143;	3
04.10.2016 10:00:32.448;	15143;	2
04.10.2016 10:00:32.448;	15144;	15
04.10.2016 10:00:32.453;	15143;	3
04.10.2016 10:00:32.462;	15143;	1
04.10.2016 10:00:32.500;	15139;	-1
04.10.2016 10:00:32.933;	15138;	-1
04.10.2016 10:00:33.309;	15142;	3
04.10.2016 10:00:33.356;	15142;	-1
04.10.2016 10:00:33.359;	15142;	-4
04.10.2016 10:00:33.359;	15142;	-2
04.10.2016 10:00:34.195;	15138;	-1
04.10.2016 10:00:34.968;	15138;	-2
04.10.2016 10:00:37.131;	15142;	1
04.10.2016 10:00:37.169;	15138;	-3
04.10.2016 10:00:37.252;	15138;	-1
04.10.2016 10:00:37.252;	15138;	-4
04.10.2016 10:00:37.252;	15138;	-2
04.10.2016 10:00:37.252;	15137;	-3
04.10.2016 10:00:37.252;	15137;	-2
04.10.2016 10:00:37.252;	15136;	-25
04.10.2016 10:00:37.252;	15136;	-3
04.10.2016 10:00:37.252;	15135;	-21
04.10.2016 10:00:37.636;	15138;	-2
04.10.2016 10:00:37.636;	15136;	-2
04.10.2016 10:00:37.859;	15139;	7
04.10.2016 10:00:37.860;	15139;	17
04.10.2016 10:00:37.919;	15142;	10
04.10.2016 10:00:37.919;	15143;	2
04.10.2016 10:00:37.919;	15144;	5
04.10.2016 10:00:38.322;	15138;	-1
04.10.2016 10:00:39.551;	15140;	-10
04.10.2016 10:00:41.942;	15140;	-7
04.10.2016 10:00:41.943;	15140;	-2
04.10.2016 10:00:41.971;	15144;	1
04.10.2016 10:00:42.159;	15144;	1
04.10.2016 10:00:42.180;	15140;	-5
04.10.2016 10:00:42.205;	15144;	8
04.10.2016 10:00:42.392;	15140;	-2
04.10.2016 10:00:42.392;	15140;	-3
04.10.2016 10:00:42.538;	15139;	-2
04.10.2016 10:00:42.782;	15140;	1
04.10.2016 10:00:45.325;	15140;	-1
04.10.2016 10:00:45.423;	15141;	-2
04.10.2016 10:00:46.813;	15142;	-2
04.10.2016 10:00:46.813;	15140;	-2
04.10.2016 10:00:46.928;	15141;	-1
04.10.2016 10:00:46.928;	15140;	-1
04.10.2016 10:00:46.930;	15140;	-2
04.10.2016 10:00:46.960;	15140;	-6
04.10.2016 10:00:47.412;	15140;	-8
04.10.2016 10:00:47.414;	15140;	-1
04.10.2016 10:00:48.700;	15144;	6
04.10.2016 10:00:48.949;	15142;	-1
04.10.2016 10:00:49.101;	15145;	35
04.10.2016 10:00:49.101;	15145;	10
04.10.2016 10:00:49.101;	15146;	25
04.10.2016 10:00:49.101;	15146;	1
04.10.2016 10:00:49.101;	15146;	10
04.10.2016 10:00:49.101;	15147;	3
04.10.2016 10:00:49.101;	15147;	5
04.10.2016 10:00:49.101;	15147;	2
04.10.2016 10:00:49.101;	15147;	10
04.10.2016 10:00:49.101;	15147;	2
04.10.2016 10:00:49.101;	15148;	25
04.10.2016 10:00:49.101;	15148;	2
04.10.2016 10:00:49.101;	15148;	2
04.10.2016 10:00:49.101;	15148;	10
04.10.2016 10:00:49.101;	15148;	2
04.10.2016 10:00:49.101;	15149;	3
04.10.2016 10:00:49.101;	15149;	10
04.10.2016 10:00:49.101;	15150;	24
